Vehicle Class,Coverage,Renew Offer Type,EmploymentStatus,Marital Status,Education,Number of Policies,Monthly Premium Auto,Total Claim Amount,Income,Customer Lifetime Value
SUV,Basic,Offer3,Unemployed,Married,Bachelor,1,112,544.250322,0,4018.88493
Four-Door Car,Basic,Offer4,Employed,Married,High School or Below,6,66,316.8,21952,5207.640754
Four-Door Car,Basic,Offer1,Medical Leave,Divorced,High School or Below,1,65,329.206567,25965,2491.257604
SUV,Extended,Offer2,Employed,Married,High School or Below,1,123,96.338144,92864,5008.275979
Four-Door Car,Extended,Offer1,Employed,Married,High School or Below,2,86,412.8,48999,10097.68732
Sports Car,Basic,Offer3,Unemployed,Married,Master,2,105,451.13986,0,27386.15024
Four-Door Car,Basic,Offer3,Employed,Single,College,2,67,33.718553,22668,7750.120323
Four-Door Car,Extended,Offer1,Employed,Divorced,Bachelor,1,82,393.6,25820,3265.156348
Two-Door Car,Basic,Offer1,Employed,Married,High School or Below,1,74,355.2,52198,2952.360309
SUV,Basic,Offer1,Employed,Married,Bachelor,8,101,710.661746,31686,7685.402943
Four-Door Car,Extended,Offer4,Employed,Married,High School or Below,1,97,465.6,26262,3844.569357
SUV,Basic,Offer4,Unemployed,Single,Bachelor,1,105,504,0,3561.595726
Four-Door Car,Basic,Offer2,Employed,Single,Bachelor,7,67,212.009825,48345,5241.142484
Four-Door Car,Extended,Offer2,Employed,Married,Bachelor,3,87,417.6,30814,6889.6161
SUV,Basic,Offer1,Employed,Married,Bachelor,4,109,71.053011,33402,8640.753192
SUV,Extended,Offer1,Employed,Married,High School or Below,1,121,580.8,31447,4868.807554
Four-Door Car,Basic,Offer1,Retired,Married,Bachelor,2,67,404.817249,23665,22658.53652
Four-Door Car,Premium,Offer3,Employed,Married,College,3,111,215.438825,58789,8888.143979
Four-Door Car,Basic,Offer1,Disabled,Divorced,Master,1,71,142.695319,26713,2686.535218
Two-Door Car,Basic,Offer2,Employed,Divorced,Bachelor,2,73,525.6,35095,16979.79757
Four-Door Car,Basic,Offer1,Unemployed,Single,College,1,70,425.266308,0,2393.915369
Two-Door Car,Extended,Offer1,Employed,Divorced,High School or Below,1,99,475.2,38096,3963.40327
Four-Door Car,Basic,Offer3,Employed,Married,College,8,71,130.303439,40417,5614.587986
SUV,Basic,Offer1,Employed,Divorced,Bachelor,5,111,532.8,83761,8900.420359
SUV,Premium,Offer3,Unemployed,Single,Bachelor,5,170,1227.491941,0,11855.13545
Sports Car,Extended,Offer4,Employed,Single,College,2,128,48.517439,97298,30475.78048
Four-Door Car,Extended,Offer2,Employed,Married,High School or Below,7,97,43.084332,75490,7865.182898
Two-Door Car,Basic,Offer1,Disabled,Married,High School or Below,2,66,316.8,10375,7590.050089
Two-Door Car,Extended,Offer4,Employed,Married,High School or Below,1,91,436.8,50755,3618.686938
Four-Door Car,Basic,Offer3,Medical Leave,Divorced,Bachelor,6,71,340.8,16513,5223.429265
SUV,Basic,Offer1,Employed,Married,College,9,105,367.230882,89918,8456.455313
SUV,Basic,Offer2,Employed,Single,Master,1,107,513.6,29462,4170.687348
Four-Door Car,Basic,Offer2,Employed,Married,College,1,72,4.238626,51159,2860.111745
Two-Door Car,Basic,Offer1,Unemployed,Single,Bachelor,3,64,254.404622,0,4490.549093
Four-Door Car,Premium,Offer1,Unemployed,Single,Master,4,101,363.02968,0,7216.100311
Four-Door Car,Extended,Offer3,Unemployed,Married,High School or Below,2,91,436.8,0,9801.287358
Two-Door Car,Basic,Offer1,Unemployed,Single,Bachelor,6,67,321.6,0,4698.759935
Four-Door Car,Basic,Offer4,Employed,Married,College,3,74,465.278453,67760,5947.215835
Four-Door Car,Basic,Offer3,Employed,Married,College,4,63,339.906034,23300,4962.208409
Four-Door Car,Extended,Offer2,Employed,Married,Bachelor,1,84,344.015386,78092,3349.639274
Four-Door Car,Basic,Offer1,Unemployed,Single,Bachelor,4,74,532.8,0,5110.680779
Four-Door Car,Basic,Offer1,Unemployed,Married,Master,3,71,407.99684,0,5426.136238
Two-Door Car,Basic,Offer2,Unemployed,Single,Bachelor,1,65,312,0,2009.772923
Four-Door Car,Basic,Offer3,Employed,Married,Bachelor,2,67,238.561687,60221,24320.64401
SUV,Basic,Offer2,Employed,Single,High School or Below,1,103,674.973614,25927,3933.813993
Four-Door Car,Extended,Offer3,Employed,Married,Doctor,3,88,3.4637,67735,7096.598526
Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,7,72,320.777404,26225,5674.381244
Sports Car,Basic,Offer1,Unemployed,Divorced,High School or Below,3,112,537.6,0,8007.399376
Two-Door Car,Basic,Offer2,Employed,Married,Bachelor,6,61,102.322529,90892,4881.394894
Four-Door Car,Extended,Offer3,Unemployed,Single,Bachelor,8,87,1032.609293,0,6117.034997
Four-Door Car,Basic,Offer1,Employed,Married,High School or Below,2,71,466.176731,51179,8547.586142
SUV,Basic,Offer1,Employed,Married,Master,2,103,155.125923,83013,12584.00638
SUV,Extended,Offer2,Retired,Divorced,High School or Below,1,133,638.4,20993,4772.943848
SUV,Basic,Offer3,Disabled,Married,Bachelor,4,118,566.4,25198,9112.041503
Four-Door Car,Basic,Offer4,Employed,Single,High School or Below,1,61,292.8,78185,2381.790787
Four-Door Car,Basic,Offer1,Employed,Divorced,Bachelor,1,74,78.172321,79867,2989.963139
Four-Door Car,Basic,Offer1,Unemployed,Married,Bachelor,1,66,145.896438,0,2361.742243
Two-Door Car,Basic,Offer4,Employed,Divorced,High School or Below,8,71,377.498287,50470,5552.596353
Four-Door Car,Basic,Offer1,Unemployed,Married,High School or Below,1,61,311.404068,0,2231.786517
Sports Car,Extended,Offer1,Employed,Single,Doctor,4,138,138.633681,71255,10876.4794
Four-Door Car,Premium,Offer2,Employed,Married,College,7,105,504,49009,8247.952072
SUV,Premium,Offer1,Unemployed,Single,Bachelor,2,148,710.4,0,14567.26841
SUV,Basic,Offer1,Employed,Divorced,Bachelor,2,106,502.46107,58781,12421.86213
Two-Door Car,Basic,Offer2,Employed,Single,Master,1,70,75.936096,73570,2778.903705
Four-Door Car,Extended,Offer3,Employed,Single,High School or Below,3,79,442.9167,80101,6245.443568
Four-Door Car,Extended,Offer1,Retired,Single,Bachelor,2,96,460.8,16794,13759.14695
Four-Door Car,Extended,Offer2,Medical Leave,Married,College,1,98,1176.2788,20978,3508.569533
SUV,Extended,Offer1,Employed,Married,Doctor,2,135,714.831947,98912,16553.23422
SUV,Basic,Offer1,Medical Leave,Single,High School or Below,2,113,542.4,17101,12298.6863
Sports Car,Extended,Offer1,Medical Leave,Married,High School or Below,2,135,648,25852,15266.48446
Four-Door Car,Extended,Offer2,Medical Leave,Married,Bachelor,2,81,494.890996,16113,20885.55547
Two-Door Car,Extended,Offer4,Employed,Married,Bachelor,2,78,41.628869,93246,9445.649461
SUV,Extended,Offer1,Employed,Married,Bachelor,9,129,618.20653,93495,10392.96347
Four-Door Car,Extended,Offer1,Employed,Married,College,1,97,424.077159,21880,3837.451863
SUV,Basic,Offer2,Employed,Married,Bachelor,1,109,514.059402,41252,4315.788632
Luxury Car,Extended,Offer2,Employed,Married,College,1,239,115.166422,86054,9664.330983
Four-Door Car,Extended,Offer2,Employed,Married,Doctor,1,99,475.2,37384,4014.453113
Four-Door Car,Basic,Offer4,Unemployed,Single,College,7,67,321.6,0,3538.059456
Four-Door Car,Basic,Offer4,Employed,Single,Bachelor,1,70,336,24495,2659.337982
Four-Door Car,Basic,Offer2,Employed,Single,Bachelor,1,68,291.257059,84450,2679.686625
Luxury Car,Basic,Offer2,Unemployed,Married,Master,8,191,916.8,0,14032.59376
Four-Door Car,Basic,Offer1,Medical Leave,Single,Bachelor,1,69,331.2,29735,2453.570794
SUV,Extended,Offer1,Unemployed,Single,High School or Below,8,134,1353.28906,0,10036.53634
Two-Door Car,Basic,Offer2,Employed,Divorced,Bachelor,9,65,467.803638,75644,4974.801539
Four-Door Car,Basic,Offer2,Unemployed,Married,College,1,61,283.881697,0,2280.386988
Two-Door Car,Extended,Offer1,Unemployed,Single,Bachelor,1,94,863.327324,0,3339.764873
Four-Door Car,Extended,Offer2,Employed,Single,College,1,97,465.6,21542,3733.034622
Two-Door Car,Extended,Offer4,Unemployed,Married,High School or Below,9,79,50.447629,0,5714.246379
Four-Door Car,Basic,Offer2,Employed,Married,Master,1,63,290.911693,37125,2540.551456
Four-Door Car,Extended,Offer1,Employed,Married,Master,1,88,55.510526,58557,3554.845264
Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,3,61,439.2,20355,4717.62873
Four-Door Car,Basic,Offer2,Retired,Married,Master,2,67,321.6,10337,22806.46912
Luxury SUV,Basic,Offer2,Unemployed,Single,College,1,196,2327.166394,0,6383.611136
Four-Door Car,Basic,Offer1,Unemployed,Single,College,5,67,321.6,0,4787.206586
SUV,Basic,Offer1,Employed,Divorced,Bachelor,3,114,547.2,70973,9129.872774
Four-Door Car,Basic,Offer1,Employed,Divorced,Bachelor,6,65,312,56587,5112.570311
Two-Door Car,Basic,Offer1,Employed,Divorced,Bachelor,1,66,373.881547,54000,2644.684556
Four-Door Car,Extended,Offer2,Employed,Married,College,1,96,513.306893,20217,3796.547659
SUV,Basic,Offer1,Employed,Married,College,3,115,124.967415,37970,9061.767848
Four-Door Car,Extended,Offer1,Employed,Divorced,College,5,77,277.907701,39482,6006.441801
Two-Door Car,Extended,Offer2,Unemployed,Single,Bachelor,2,95,684,0,27945.89465
Luxury Car,Extended,Offer4,Employed,Married,Master,6,223,1070.4,68568,18089.79629
Two-Door Car,Basic,Offer2,Employed,Single,High School or Below,3,63,247.402353,87197,4956.247235
Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,2,63,278.24204,49530,7524.88292
Four-Door Car,Basic,Offer1,Employed,Divorced,High School or Below,9,72,428.734656,50366,5645.396665
Two-Door Car,Premium,Offer2,Employed,Married,High School or Below,3,113,210.100003,61374,9002.117386
Two-Door Car,Extended,Offer1,Unemployed,Divorced,Bachelor,5,95,456,0,6846.150323
Luxury Car,Extended,Offer1,Unemployed,Single,High School or Below,1,244,1756.8,0,8485.385641
Two-Door Car,Extended,Offer3,Unemployed,Married,College,1,83,582.679087,0,2981.875575
SUV,Extended,Offer2,Unemployed,Married,High School or Below,2,121,580.8,0,22029.1505
Sports Car,Premium,Offer2,Employed,Single,College,1,154,739.2,66839,5989.773931
Two-Door Car,Basic,Offer3,Employed,Single,High School or Below,4,67,386.160674,56154,5257.241485
Four-Door Car,Extended,Offer1,Unemployed,Single,Bachelor,2,79,335.234102,0,8012.124825
Two-Door Car,Extended,Offer1,Unemployed,Divorced,High School or Below,2,96,677.616967,0,21295.51371
Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,1,69,430.477436,67837,2675.569927
Four-Door Car,Basic,Offer2,Employed,Divorced,College,1,64,61.20919,22331,2487.358049
Four-Door Car,Extended,Offer1,Disabled,Married,High School or Below,2,91,436.8,27951,10418.31143
Luxury Car,Extended,Offer3,Employed,Married,Bachelor,4,217,1122.658899,39411,16936.27147
Four-Door Car,Basic,Offer4,Medical Leave,Married,High School or Below,1,62,32.114117,16143,2312.328541
SUV,Extended,Offer1,Employed,Married,Bachelor,3,137,459.785009,90874,10628.06415
Two-Door Car,Extended,Offer4,Employed,Divorced,Bachelor,1,84,31.755601,79797,3307.99904
Two-Door Car,Extended,Offer1,Employed,Single,High School or Below,5,84,430.375049,41986,6364.902164
Four-Door Car,Basic,Offer1,Employed,Married,College,9,67,321.6,55350,5380.898636
Four-Door Car,Basic,Offer2,Employed,Married,College,1,73,44.912125,72211,2906.298309
Four-Door Car,Basic,Offer4,Employed,Married,Doctor,1,74,355.2,76474,2953.617963
SUV,Basic,Offer1,Unemployed,Divorced,Bachelor,2,102,734.4,0,10595.81033
Two-Door Car,Basic,Offer1,Employed,Divorced,Bachelor,3,72,345.6,44833,5688.20499
SUV,Extended,Offer2,Medical Leave,Married,Bachelor,1,124,839.348464,13037,4726.869327
SUV,Extended,Offer3,Employed,Married,College,1,135,972,21440,5391.078171
Two-Door Car,Basic,Offer2,Employed,Single,Doctor,2,69,331.2,24814,8200.269735
Four-Door Car,Basic,Offer2,Employed,Single,College,1,63,133.90029,81721,2478.833596
Two-Door Car,Premium,Offer1,Medical Leave,Single,Bachelor,1,110,528,20079,4097.371676
Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,1,65,312,72421,2592.437797
Two-Door Car,Basic,Offer2,Employed,Single,Master,1,68,343.889585,63684,2693.530229
Four-Door Car,Extended,Offer1,Employed,Married,College,6,81,303.384527,50037,6513.612638
Four-Door Car,Extended,Offer2,Employed,Single,Master,2,94,56.868289,32006,29328.04185
SUV,Basic,Offer1,Employed,Married,Bachelor,3,107,415.850776,31756,8417.102804
Four-Door Car,Basic,Offer2,Employed,Divorced,Master,3,72,174.041566,88997,5757.442258
SUV,Basic,Offer2,Unemployed,Married,College,3,104,499.2,0,7857.303868
Four-Door Car,Extended,Offer3,Employed,Married,Bachelor,1,87,326.132867,30335,3412.566597
SUV,Basic,Offer1,Employed,Married,College,1,112,334.133949,29660,4426.096934
SUV,Basic,Offer2,Employed,Married,College,1,110,792,28719,4395.885525
Luxury SUV,Basic,Offer3,Employed,Married,High School or Below,1,182,618.210272,80864,7322.92885
Four-Door Car,Extended,Offer3,Employed,Married,College,5,77,369.6,26787,6121.107929
SUV,Basic,Offer2,Employed,Married,High School or Below,8,110,528,99845,8819.018934
Four-Door Car,Basic,Offer1,Unemployed,Single,College,2,73,350.4,0,7706.956035
SUV,Basic,Offer1,Unemployed,Single,Bachelor,8,107,770.4,0,7451.49202
SUV,Premium,Offer4,Unemployed,Married,High School or Below,1,141,676.8,0,5191.047011
Four-Door Car,Basic,Offer2,Employed,Married,Bachelor,5,62,80.73124,86305,4984.618655
Four-Door Car,Basic,Offer3,Employed,Divorced,College,1,71,352.791394,39192,2846.171869
SUV,Basic,Offer1,Employed,Single,High School or Below,3,101,484.8,30366,7704.95848
Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,1,71,238.245103,96357,2847.965582
Two-Door Car,Extended,Offer2,Employed,Married,College,1,94,451.2,94903,3808.122147
Four-Door Car,Extended,Offer1,Unemployed,Single,College,1,83,398.4,0,2705.987629
Four-Door Car,Extended,Offer2,Unemployed,Married,High School or Below,6,87,417.6,0,6314.596813
Four-Door Car,Extended,Offer1,Unemployed,Married,College,2,76,32.508635,0,8262.879764
Four-Door Car,Basic,Offer4,Unemployed,Married,Master,1,69,470.275242,0,2522.256441
Sports Car,Basic,Offer1,Unemployed,Married,College,4,100,61.580247,0,7331.508054
Sports Car,Basic,Offer2,Employed,Married,High School or Below,2,109,523.2,20090,34611.37896
Four-Door Car,Extended,Offer2,Employed,Married,Bachelor,9,99,304.537298,30374,7861.798596
Four-Door Car,Premium,Offer1,Unemployed,Single,Bachelor,1,107,770.4,0,3362.670123
SUV,Basic,Offer4,Employed,Married,College,2,115,306.337632,63624,41143.09011
Four-Door Car,Basic,Offer2,Unemployed,Single,High School or Below,1,63,453.6,0,2175.624856
SUV,Basic,Offer1,Medical Leave,Single,High School or Below,2,113,542.4,17101,12298.6863
Two-Door Car,Basic,Offer1,Unemployed,Single,College,1,73,350.4,0,2496.766693
SUV,Basic,Offer1,Unemployed,Single,College,1,102,734.4,0,3288.209809
Four-Door Car,Extended,Offer1,Unemployed,Divorced,College,2,99,475.2,0,32437.0535
Two-Door Car,Extended,Offer1,Unemployed,Single,High School or Below,3,89,640.8,0,6464.417095
Sports Car,Basic,Offer4,Employed,Married,High School or Below,2,116,169.226996,76912,27934.62373
Two-Door Car,Premium,Offer1,Employed,Single,Bachelor,3,108,73.700573,48259,8346.983233
Four-Door Car,Basic,Offer2,Employed,Single,High School or Below,2,68,384.210821,76081,8029.715047
Four-Door Car,Premium,Offer2,Medical Leave,Married,Bachelor,3,106,637.695945,24345,8183.592208
SUV,Basic,Offer1,Employed,Married,Bachelor,8,108,621.464468,34621,8595.665294
Four-Door Car,Extended,Offer2,Employed,Married,College,1,95,281.110788,93272,3861.486269
Four-Door Car,Basic,Offer1,Unemployed,Single,High School or Below,2,73,525.6,0,7662.429999
Four-Door Car,Extended,Offer3,Employed,Married,Master,3,91,436.8,24124,7150.111338
Four-Door Car,Basic,Offer3,Employed,Married,Bachelor,1,61,38.379869,40658,2448.765205
Sports Car,Basic,Offer2,Employed,Married,High School or Below,9,107,178.006524,95697,8564.768226
Two-Door Car,Basic,Offer2,Employed,Married,High School or Below,1,61,114.273025,95697,2471.528431
Four-Door Car,Basic,Offer3,Employed,Married,College,1,62,136.263492,88435,2516.103555
Luxury Car,Basic,Offer1,Employed,Divorced,College,1,186,93.56694,91915,7441.004843
Two-Door Car,Extended,Offer2,Employed,Married,High School or Below,1,93,360.05589,97212,3792.13031
SUV,Extended,Offer1,Employed,Divorced,High School or Below,1,132,538.545218,80928,5283.362834
Sports Car,Premium,Offer2,Employed,Divorced,College,4,151,826.658992,21506,11660.57298
Four-Door Car,Extended,Offer1,Employed,Married,Bachelor,2,93,651.623195,42928,11130.11974
Four-Door Car,Basic,Offer1,Disabled,Married,College,2,73,355.558088,26056,14206.98091
Four-Door Car,Extended,Offer2,Employed,Single,College,2,97,484.013411,49078,22332.43946
Two-Door Car,Basic,Offer2,Employed,Married,College,1,72,430.518791,37124,2832.513487
Four-Door Car,Extended,Offer4,Employed,Married,College,8,82,393.6,24290,6459.640942
Sports Car,Extended,Offer2,Employed,Divorced,Doctor,5,137,657.6,24164,10972.06778
Four-Door Car,Basic,Offer2,Disabled,Married,College,4,66,345.951322,22976,4900.545112
Four-Door Car,Premium,Offer1,Employed,Married,Master,7,108,290.391526,83707,8717.777831
SUV,Extended,Offer3,Employed,Single,Bachelor,4,138,272.217171,45259,10477.67631
Two-Door Car,Extended,Offer2,Employed,Married,High School or Below,3,80,384,44368,6366.225775
Four-Door Car,Extended,Offer2,Employed,Married,Bachelor,3,81,160.598662,37548,6457.560953
Sports Car,Extended,Offer1,Employed,Married,College,1,131,628.8,93087,5227.101938
Four-Door Car,Basic,Offer2,Unemployed,Divorced,Bachelor,4,73,359.35328,0,4967.044248
Two-Door Car,Extended,Offer3,Employed,Single,College,1,86,172.913031,99816,3423.822189
Four-Door Car,Extended,Offer2,Employed,Divorced,College,1,81,207.75186,62873,3230.576665
SUV,Extended,Offer3,Disabled,Married,Bachelor,1,132,633.6,22565,5110.755667
Two-Door Car,Basic,Offer3,Employed,Married,Bachelor,6,73,516.421124,43145,5845.426201
SUV,Extended,Offer1,Employed,Divorced,Bachelor,1,133,402.070719,89284,5170.358435
SUV,Basic,Offer1,Unemployed,Married,Bachelor,8,115,552,0,8403.910248
Two-Door Car,Extended,Offer2,Employed,Married,High School or Below,1,79,224.888004,81081,3188.53073
Two-Door Car,Basic,Offer2,Employed,Married,Bachelor,2,73,350.4,54105,17435.68167
SUV,Basic,Offer2,Employed,Married,High School or Below,2,104,499.2,24414,16525.38067
Four-Door Car,Basic,Offer2,Employed,Married,High School or Below,1,63,302.4,29465,2497.910013
Four-Door Car,Basic,Offer3,Employed,Married,High School or Below,1,66,420.374805,82887,2664.242814
Four-Door Car,Premium,Offer1,Employed,Single,College,2,111,532.8,86584,12902.56014
Sports Car,Extended,Offer1,Employed,Married,College,1,133,336.13217,44820,5182.393447
SUV,Basic,Offer2,Employed,Married,College,4,109,523.2,83365,8656.396659
Two-Door Car,Basic,Offer1,Employed,Married,Bachelor,4,73,395.386573,44784,5786.49398
SUV,Extended,Offer2,Employed,Divorced,College,1,124,559.412583,36428,4896.562733
